Run,age_description,Age,Assay Type,AvgSpotLen,Biomaterial_provider,BioProject,Biorep,BioSample,cell_description,cell_organism,cell,cell_sex,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,datatype_description,datatype,Experiment,GEO_Accession,Instrument,lab_description,lab,labexpid,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,readtype_description,readtype,ReleaseDate,sample_acc,Sample Name,source_name,spikeinpool,SRA Study,strain_description,strain,replicate
SRR453111,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,2AWC,SAMN00849378,Duodenum,mouse,Duodenum,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135154,GSM900187,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20730,GSM900187: CSHL_RnaSeq_Duodenum_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3514,1972,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307252,GSM900187,Duodenum,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453112,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,2AWC,SAMN00849378,Duodenum,mouse,Duodenum,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135154,GSM900187,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20730,GSM900187: CSHL_RnaSeq_Duodenum_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,2307,1273,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307252,GSM900187,Duodenum,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453113,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,2AWC,SAMN00849378,Duodenum,mouse,Duodenum,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135154,GSM900187,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20730,GSM900187: CSHL_RnaSeq_Duodenum_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3631,2180,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307252,GSM900187,Duodenum,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453114,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,2AWC,SAMN00849378,Duodenum,mouse,Duodenum,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135154,GSM900187,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20730,GSM900187: CSHL_RnaSeq_Duodenum_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,2623,1438,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307252,GSM900187,Duodenum,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453115,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,2AWC,SAMN00849378,Duodenum,mouse,Duodenum,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135154,GSM900187,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20730,GSM900187: CSHL_RnaSeq_Duodenum_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3449,2042,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307252,GSM900187,Duodenum,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453116,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,1AWC,SAMN00849379,Adrenal gland,mouse,Adrenal,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135155,GSM900188,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20728,GSM900188: CSHL_RnaSeq_Adrenal_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3692,2135,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307253,GSM900188,Adrenal,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453117,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,1AWC,SAMN00849379,Adrenal gland,mouse,Adrenal,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135155,GSM900188,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20728,GSM900188: CSHL_RnaSeq_Adrenal_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3695,2070,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307253,GSM900188,Adrenal,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453118,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,1AWC,SAMN00849379,Adrenal gland,mouse,Adrenal,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135155,GSM900188,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20728,GSM900188: CSHL_RnaSeq_Adrenal_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3649,2067,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307253,GSM900188,Adrenal,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453119,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,1AWC,SAMN00849379,Adrenal gland,mouse,Adrenal,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135155,GSM900188,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20728,GSM900188: CSHL_RnaSeq_Adrenal_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3939,2266,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307253,GSM900188,Adrenal,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453120,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,1AWC,SAMN00849379,Adrenal gland,mouse,Adrenal,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135155,GSM900188,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20728,GSM900188: CSHL_RnaSeq_Adrenal_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4064,2465,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307253,GSM900188,Adrenal,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453121,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,1AWC,SAMN00849379,Adrenal gland,mouse,Adrenal,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135155,GSM900188,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20728,GSM900188: CSHL_RnaSeq_Adrenal_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,3499,1988,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307253,GSM900188,Adrenal,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453122,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,8AWC,SAMN00849380,Large Intestine,mouse,LgIntestine,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135156,GSM900189,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21183,GSM900189: CSHL_RnaSeq_LgIntestine_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5621,3465,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307254,GSM900189,LgIntestine,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453123,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,8AWC,SAMN00849380,Large Intestine,mouse,LgIntestine,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135156,GSM900189,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21183,GSM900189: CSHL_RnaSeq_LgIntestine_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5322,3374,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307254,GSM900189,LgIntestine,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453124,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,8AWC,SAMN00849380,Large Intestine,mouse,LgIntestine,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135156,GSM900189,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21183,GSM900189: CSHL_RnaSeq_LgIntestine_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5939,3881,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307254,GSM900189,LgIntestine,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453125,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,8AWC,SAMN00849380,Large Intestine,mouse,LgIntestine,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135156,GSM900189,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21183,GSM900189: CSHL_RnaSeq_LgIntestine_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5706,3580,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307254,GSM900189,LgIntestine,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453126,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,4AWC,SAMN00849381,Genital Adipose tissue,mouse,GenitalFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135157,GSM900190,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21179,GSM900190: CSHL_RnaSeq_GenitalFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5871,3704,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307255,GSM900190,GenitalFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453127,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,4AWC,SAMN00849381,Genital Adipose tissue,mouse,GenitalFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135157,GSM900190,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21179,GSM900190: CSHL_RnaSeq_GenitalFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4673,2708,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307255,GSM900190,GenitalFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453128,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,4AWC,SAMN00849381,Genital Adipose tissue,mouse,GenitalFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135157,GSM900190,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21179,GSM900190: CSHL_RnaSeq_GenitalFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5987,4051,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307255,GSM900190,GenitalFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453129,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,1)Stam lab; 2)CSHL lab,PRJNA66167,4AWC,SAMN00849381,Genital Adipose tissue,mouse,GenitalFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135157,GSM900190,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21179,GSM900190: CSHL_RnaSeq_GenitalFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5958,3680,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307255,GSM900190,GenitalFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453130,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,5AWC,SAMN00849382,Subcutaneous Adipose tissue,mouse,SubcFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135158,GSM900191,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21181,GSM900191: CSHL_RnaSeq_SubcFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,6090,3887,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307256,GSM900191,SubcFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453131,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,5AWC,SAMN00849382,Subcutaneous Adipose tissue,mouse,SubcFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135158,GSM900191,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21181,GSM900191: CSHL_RnaSeq_SubcFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5814,3788,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307256,GSM900191,SubcFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453132,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,5AWC,SAMN00849382,Subcutaneous Adipose tissue,mouse,SubcFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135158,GSM900191,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21181,GSM900191: CSHL_RnaSeq_SubcFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5879,3933,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307256,GSM900191,SubcFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453133,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,CSHL lab,PRJNA66167,5AWC,SAMN00849382,Subcutaneous Adipose tissue,mouse,SubcFatPad,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135158,GSM900191,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID21181,GSM900191: CSHL_RnaSeq_SubcFatPad_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,6105,3737,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307256,GSM900191,SubcFatPad,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453134,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,19AWC,SAMN00849383,Thymus,mouse,Thymus,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135159,GSM900192,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20922,GSM900192: CSHL_RnaSeq_Thymus_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,2048,998,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307257,GSM900192,Thymus,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453135,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,19AWC,SAMN00849383,Thymus,mouse,Thymus,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135159,GSM900192,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20922,GSM900192: CSHL_RnaSeq_Thymus_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5028,3241,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307257,GSM900192,Thymus,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453136,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,19AWC,SAMN00849383,Thymus,mouse,Thymus,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135159,GSM900192,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20922,GSM900192: CSHL_RnaSeq_Thymus_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5087,2989,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307257,GSM900192,Thymus,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453137,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,19AWC,SAMN00849383,Thymus,mouse,Thymus,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135159,GSM900192,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20922,GSM900192: CSHL_RnaSeq_Thymus_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5678,3311,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307257,GSM900192,Thymus,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453138,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,19AWC,SAMN00849383,Thymus,mouse,Thymus,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135159,GSM900192,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20922,GSM900192: CSHL_RnaSeq_Thymus_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,4741,3073,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307257,GSM900192,Thymus,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453139,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,19AWC,SAMN00849383,Thymus,mouse,Thymus,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135159,GSM900192,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20922,GSM900192: CSHL_RnaSeq_Thymus_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5014,2928,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307257,GSM900192,Thymus,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453140,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,12AWC,SAMN00849384,Testis,mouse,Testis,M,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135160,GSM900193,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20868,GSM900193: CSHL_RnaSeq_Testis_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5729,3297,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307258,GSM900193,Testis,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453141,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,12AWC,SAMN00849384,Testis,mouse,Testis,M,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135160,GSM900193,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20868,GSM900193: CSHL_RnaSeq_Testis_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5450,3300,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307258,GSM900193,Testis,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453142,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,12AWC,SAMN00849384,Testis,mouse,Testis,M,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135160,GSM900193,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20868,GSM900193: CSHL_RnaSeq_Testis_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,6250,3916,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307258,GSM900193,Testis,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453143,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,LICR lab,PRJNA66167,12AWC,SAMN00849384,Testis,mouse,Testis,M,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135160,GSM900193,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20868,GSM900193: CSHL_RnaSeq_Testis_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5485,3404,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307258,GSM900193,Testis,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
SRR453144,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,152,Stam lab,PRJNA66167,17AWC,SAMN00849385,Kidney,mouse,Kidney,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX135161,GSM900194,Illumina Genome Analyzer II,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,LID20872,GSM900194: CSHL_RnaSeq_Kidney_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,5907,3806,Mus musculus,ILLUMINA,Paired 76 nt directed reads,2x76D,2012-04-03T00:00:00Z,SRS307259,GSM900194,Kidney,Nist14,SRP012040,"C57 black 6\, the most common inbred strain of laboratory mouse",C57BL/6J,1
